date,Mkt-RF,SMB,HML,RF,MOM
19840326,-0.08,-0.38,0.51,0.033,0.05
19840327,0.25,-0.4,0.01,0.033,0.27
19840328,1.37,-0.93,-0.45,0.033,-0.39
19840329,-0.12,0.37,0.02,0.033,-0.17
19840330,-0.15,0.3,0.01,0.033,0.3
19840402,-0.68,0.34,0.39,0.041,-0.06
19840403,-0.34,0.02,0.43,0.041,0.37
19840404,-0.08,-0.2,0.29,0.041,0.37
19840405,-1.53,0.66,0.51,0.041,0.44
19840406,-0.01,-0.75,0.32,0.041,0.18
19840409,-0.07,-0.33,0.18,0.041,0.16
19840410,0.19,-0.23,0.22,0.041,0.24
19840411,-0.59,0.14,0.53,0.041,0.34
19840412,1.35,-1.19,-0.34,0.041,-0.26
19840413,-0.07,0.67,-0.5,0.041,-0.07
19840416,0.46,-0.58,-0.18,0.041,-0.01
19840417,0.45,0.16,-0.16,0.041,-0.17
19840418,-0.58,0.57,-0.12,0.041,0.1
19840419,-0.01,-0.02,-0.07,0.041,0.08
19840423,-0.7,0.25,0.11,0.041,0.35
19840424,0.53,-0.49,-0.01,0.041,0.06
19840425,0.28,-0.07,-0.41,0.041,0
19840426,0.97,-0.42,-0.15,0.041,-0.48
19840427,-0.1,0.32,0.07,0.041,-0.11
19840430,0.06,-0.03,0.03,0.041,-0.02
19840501,1.01,-0.42,-0.33,0.035,-1
19840502,0.37,0.5,-0.61,0.035,-0.76
19840503,-0.28,0.62,-0.13,0.035,-0.06
19840504,-1.03,0.55,0.67,0.035,0.65
19840507,0.13,-0.11,-0.21,0.035,-0.15
19840508,0.63,-0.52,-0.02,0.035,-0.01
19840509,-0.21,0.01,0.12,0.035,0.31
19840510,-0.11,0.27,-0.04,0.035,0.28
19840511,-0.87,0.12,0.26,0.035,0.44
19840514,-0.64,0.11,-0.06,0.035,0.24
19840515,0.23,-0.46,0.05,0.035,0.15
19840516,-0.08,0.03,-0.04,0.035,0.38
19840517,-1,0.23,0.39,0.035,0.72
19840518,-0.62,0.02,0.44,0.035,0.51
19840521,-0.62,-0.04,0.23,0.035,0.33
19840522,-0.71,-0.18,0.03,0.035,0.56
19840523,-0.45,-0.05,0.11,0.035,-0.02
19840524,-1.38,-0.19,-0.03,0.035,0.48
19840525,0.2,-0.43,0.24,0.035,-0.11
19840529,-0.86,0.1,0.43,0.035,0.71
19840530,-0.05,-0.24,-0.48,0.035,-0.35
19840531,0.27,0.14,-0.8,0.035,-0.4
19840601,1.65,-0.57,-0.54,0.036,-0.63
19840604,0.84,0.15,-0.81,0.036,-0.63
19840605,-0.37,0.33,-0.29,0.036,0.08
19840606,0.65,-0.36,-0.17,0.036,0.22
19840607,0,0.32,-0.01,0.036,0.33
19840608,0.13,0.02,0,0.036,0.13
19840611,-1.18,0.54,0.58,0.036,0.8
19840612,-0.47,0,0.22,0.036,0.27
19840613,-0.06,0.14,-0.37,0.036,-0.15
19840614,-1.02,0.54,0.11,0.036,0.13
19840615,-0.6,0.23,-0.14,0.036,-0.19
19840618,1.38,-1.34,-0.23,0.036,-0.69
19840619,0.53,-0.17,-0.43,0.036,-0.27
19840620,1.07,-1.36,-0.23,0.036,-0.39
19840621,-0.05,0.43,-0.62,0.036,-0.26
19840622,0.06,0.3,-0.37,0.036,-0.19
19840625,-0.17,0.21,-0.08,0.036,0.11
19840626,-0.77,0.36,0.16,0.036,0.66
19840627,-0.69,0.12,0.6,0.036,0.54
19840628,0.64,-0.39,-0.18,0.036,-0.14
19840629,0.26,0.13,0.21,0.036,0.09
19840702,-0.16,-0.24,0.36,0.039,0.54
19840703,0.32,-0.09,-0.13,0.039,-0.07
19840705,-0.52,0.33,0.2,0.039,0.56
19840706,-0.37,-0.03,0.33,0.039,0.4
19840709,0.53,-0.89,-0.06,0.039,-0.06
19840710,-0.29,0.41,-0.11,0.039,-0.03
19840711,-1.34,0.83,0.29,0.039,0.46
19840712,-0.41,-0.1,0.41,0.039,0.38
19840713,0.42,-0.19,0.36,0.039,0.36
19840716,0.19,-0.65,0.31,0.039,0.56
19840717,0.37,-0.24,0.16,0.039,-0.06
19840718,-0.58,0.14,0.52,0.039,0.57
19840719,-0.7,0.24,0.25,0.039,0.75
19840720,-0.6,-0.07,0.52,0.039,0.76
19840723,-0.65,-0.51,0.38,0.039,0.53
19840724,-0.7,0,0.3,0.039,0.29
19840725,0.44,-0.81,-0.47,0.039,0.1
19840726,0.76,-0.5,-0.99,0.039,-0.53
19840727,0.79,-0.13,-1.24,0.039,-0.98
19840730,-0.46,0.27,-0.05,0.039,0
19840731,0.25,-0.06,-1,0.039,-0.35
19840801,2.02,-0.74,-0.76,0.036,-1.27
19840802,2.43,-0.36,-1.56,0.036,-1.86
19840803,2.81,-0.2,-1.95,0.036,-2.69
19840806,0.38,0.62,-0.72,0.036,-0.4
19840807,0.04,-0.18,-0.06,0.036,0.71
19840808,-0.53,0.21,1.15,0.036,0.64
19840809,1.99,-1.07,-0.19,0.036,-0.9
19840810,0.21,0.47,0.16,0.036,-0.31
19840813,-0.13,-0.18,0.17,0.036,0.1
19840814,-0.52,0.55,0.46,0.036,0.44
19840815,-0.81,0.5,0.21,0.036,0.56
19840816,0.52,-0.27,-0.04,0.036,-0.13
19840817,0.08,-0.02,0.1,0.036,0.03
19840820,0.29,-0.54,0.31,0.036,0.28
19840821,1.52,-0.62,-0.25,0.036,-0.71
19840822,-0.32,0.52,0.56,0.036,0.12
19840823,0.06,0.08,-0.11,0.036,0.11
19840824,0.17,0.17,0.06,0.036,-0.24
19840827,-0.56,0.22,0.59,0.036,0.41
19840828,0.48,-0.27,-0.09,0.036,-0.47
19840829,-0.09,0.31,0.12,0.036,-0.12
19840830,-0.29,0.36,0.07,0.036,-0.11
19840831,0.08,0.14,0.05,0.036,-0.01
19840904,-0.9,0.38,0.41,0.045,0.56
19840905,-0.38,0.1,0.25,0.045,0.41
19840906,0.69,-0.35,-0.01,0.045,0.04
19840907,-0.62,0.5,0.32,0.045,0.33
19840910,-0.12,-0.27,0.16,0.045,0.23
19840911,0.19,0.18,-0.04,0.045,-0.09
19840912,-0.03,-0.08,0.53,0.045,0.24
19840913,1.56,-1.16,-0.47,0.045,-0.48
19840914,0.6,0.14,-0.15,0.045,-0.4
19840917,0.03,-0.15,0.12,0.045,0.53
19840918,-0.6,0.49,0.67,0.045,0.44
19840919,-0.42,0.3,0.91,0.045,0.45
19840920,0.25,-0.26,0.41,0.045,-0.01
19840921,-0.82,1,0.16,0.045,-0.05
19840924,-0.34,-0.16,0.46,0.045,0.19
19840925,0.05,-0.54,0.46,0.045,0.4
19840926,0.26,-0.31,0.33,0.045,0.13
19840927,0.28,-0.14,0.39,0.045,0.07
19840928,-0.45,0.45,0.32,0.045,0.26
19841001,-0.84,0.12,0.73,0.043,0.14
19841002,-0.7,0.25,0.52,0.043,0.34
19841003,-0.67,0.12,0.16,0.043,0.23
19841004,0.16,-0.14,-0.06,0.043,-0.12
19841005,-0.11,0.31,0.09,0.043,0.1
19841008,-0.4,0.07,0.26,0.043,0.19
19841009,-0.23,-0.02,0.2,0.043,0.44
19841010,0.14,-0.43,-0.14,0.043,-0.03
19841011,0.41,-0.04,0.1,0.043,0.16
19841012,0.79,-0.34,-0.15,0.043,0.05
19841015,0.78,-0.54,-0.29,0.043,-0.04
19841016,-0.42,0.48,-0.15,0.043,0.33
19841017,-0.3,0.35,-0.56,0.043,0.06
19841018,1.93,-1.36,-0.98,0.043,-0.79
19841019,0.1,0.44,-0.4,0.043,0.15
19841022,-0.37,0.23,-0.18,0.043,0.1
19841023,-0.16,0.07,0.03,0.043,0.35
19841024,-0.01,-0.2,0.12,0.043,0.07
19841025,-0.57,0.13,0.76,0.043,0.6
19841026,-0.66,0.09,0.55,0.043,0.55
19841029,-0.34,-0.1,-0.06,0.043,0.03
19841030,1.01,-0.87,-0.1,0.043,-0.13
19841031,-0.34,0.17,0.15,0.043,0.38
19841101,0.68,-0.45,0.24,0.035,0.04
19841102,0.09,0.12,0.24,0.035,-0.01
19841105,0.63,-0.39,0.32,0.035,-0.44
19841106,0.94,-0.43,-0.09,0.035,-0.46
19841107,-0.67,0.31,0.42,0.035,0.25
19841108,-0.21,0.08,0,0.035,-0.01
19841109,-0.45,0.68,0.24,0.035,0.17
19841112,-0.21,-0.05,-0.05,0.035,0.05
19841113,-0.76,0.35,0.26,0.035,0.46
19841114,-0.1,-0.2,0.02,0.035,0.29
19841115,-0.13,-0.29,0.37,0.035,0.72
19841116,-0.89,0.41,0.23,0.035,0.27
19841119,-0.73,-0.15,0.3,0.035,0.29
19841120,0.43,-0.62,0.16,0.035,0
19841121,0.2,-0.21,0.29,0.035,0.01
19841123,1.27,-0.56,-0.52,0.035,-0.53
19841126,-0.62,0.51,-0.01,0.035,0.3
19841127,0.45,-0.48,0.07,0.035,0.24
19841128,-0.7,0.44,0.45,0.035,0.54
19841129,-0.67,0.24,0.61,0.035,0.32
19841130,-0.27,-0.11,0.37,0.035,0.09
19841203,-0.48,-0.01,0.35,0.032,0.67
19841204,0.18,-0.28,0.1,0.032,-0.03
19841205,-0.72,-0.08,0.79,0.032,0.59
19841206,0.25,-0.37,-0.23,0.032,0.08
19841207,-0.21,0.13,0.19,0.032,0.12
19841210,0.24,-0.33,0,0.032,0.1
19841211,0.17,-0.08,-0.24,0.032,-0.12
19841212,-0.22,0.23,-0.12,0.032,0.01
19841213,-0.41,0.34,0.01,0.032,0.39
19841214,0.47,-0.26,-0.26,0.032,-0.22
19841217,0.46,-0.62,0.18,0.032,0.4
19841218,2.4,-1.05,-1.14,0.032,-1.02
19841219,-0.26,0.89,-0.59,0.032,-0.16
19841220,-0.43,0.33,0.54,0.032,0.76
19841221,-0.37,0.19,0.18,0.032,0.22
19841224,0.67,0,-0.06,0.032,-0.69
19841226,-0.14,0.14,0.03,0.032,0.05
19841227,-0.44,0.24,0.29,0.032,0.28
19841228,0.23,-0.08,-0.04,0.032,-0.09
19841231,0.46,0.19,-0.04,0.032,-0.28
19850102,-0.93,0.77,0.26,0.029,-0.2
19850103,-0.33,0.41,-0.03,0.029,-0.15
19850104,-0.42,0.35,-0.16,0.029,-0.18
19850107,0.25,-0.18,0.16,0.029,-0.27
19850108,-0.05,0.21,0.16,0.029,-0.02
19850109,0.63,-0.12,-0.16,0.029,-0.47
19850110,1.68,-0.7,-0.68,0.029,-1.23
19850111,-0.05,0.44,-0.29,0.029,-0.16
19850114,1.41,-0.31,-0.91,0.029,-1.16
19850115,0.27,0.47,-0.18,0.029,-0.27
19850116,0.4,0.4,-0.06,0.029,-0.33
19850117,-0.12,0.63,-0.17,0.029,0
19850118,0.31,0.25,0.02,0.029,-0.29
19850121,1.96,-0.91,-0.9,0.029,-1.03
19850122,0.18,0.21,-0.14,0.029,0.28
19850123,0.99,-0.27,-0.7,0.029,-0.15
19850124,-0.15,0.56,-0.35,0.029,-0.02
19850125,0.4,0.13,-0.35,0.029,-0.25
19850128,0.17,0.42,-0.58,0.029,-0.09
19850129,0.82,-0.35,-0.28,0.029,-0.28
19850130,0.24,0.4,-0.05,0.029,-0.16
19850131,0.04,0.11,0.46,0.029,-0.22
19850201,-0.45,0.31,0.36,0.03,0.11
19850204,0.97,-0.48,-0.47,0.03,-0.15
19850205,0.3,0.41,-0.07,0.03,0.16
19850206,0.08,0.56,-0.22,0.03,-0.43
19850207,0.79,0.01,-0.4,0.03,-0.28
19850208,0.24,0.23,0.16,0.03,-0.1
19850211,-0.78,0.57,0.35,0.03,-0.06
19850212,-0.05,0.11,0.41,0.03,0.18
19850213,1.35,-0.73,-0.18,0.03,-0.11
19850214,-0.31,0.44,0.05,0.03,0.62
19850215,-0.43,0.29,0.07,0.03,0.29
19850219,-0.14,-0.07,0.12,0.03,0.31
19850220,0.02,0.19,-0.3,0.03,-0.2
19850221,-0.55,0.19,0.22,0.03,-0.06
19850222,-0.39,-0.03,0.3,0.03,-0.08
19850225,-0.25,-0.84,-0.12,0.03,0.03
19850226,0.83,-0.6,-0.49,0.03,0.21
19850227,-0.19,0.14,0.12,0.03,0.45
19850228,0.19,-0.11,-0.29,0.03,-0.03
19850301,1.04,-0.26,-0.35,0.029,0.37
19850304,-0.53,0.47,0.16,0.029,0.27
19850305,0.05,-0.1,0.3,0.029,0.13
19850306,-0.78,0.51,0.59,0.029,-0.05
19850307,-0.58,0.24,0.69,0.029,0.08
19850308,-0.27,0.08,0.22,0.029,0.04
19850311,-0.22,-0.2,0.15,0.029,0.1
19850312,0.31,-0.52,0.33,0.029,0.29
19850313,-0.86,0.12,0.83,0.029,0.18
19850314,-0.15,0.1,0.1,0.029,0.21
19850315,-0.45,0.56,-0.08,0.029,0.21
19850318,-0.12,-0.5,0.18,0.029,0.11
19850319,1.21,-0.99,-0.73,0.029,-0.21
19850320,-0.21,0.06,0.23,0.029,0.44
19850321,0.14,-0.04,0.11,0.029,0.26
19850322,-0.2,-0.03,0.22,0.029,-0.02
19850325,-0.57,-0.18,0.84,0.029,0.11
19850326,0.16,-0.27,0.12,0.029,-0.05
19850327,0.57,-0.17,-0.18,0.029,-0.16
19850328,0.1,0.14,0.12,0.029,-0.05
19850329,0.56,-0.14,0.2,0.029,-0.33
19850401,0.28,-0.16,0.01,0.034,0.22
19850402,-0.36,0.28,0.24,0.034,0.41
19850403,-0.74,0.26,0.56,0.034,0.02
19850404,-0.09,-0.06,0.12,0.034,-0.07
19850408,-0.44,0.33,0.6,0.034,0.17
19850409,0.04,-0.12,0.16,0.034,0.17
19850410,0.59,-0.12,-0.23,0.034,0.21
19850411,0.42,-0.09,-0.06,0.034,0.28
19850412,0.15,-0.11,0,0.034,0.09
19850415,0.2,-0.11,0.12,0.034,0.01
19850416,0.15,-0.05,-0.11,0.034,0.02
19850417,0.21,0.04,-0.03,0.034,0.09
19850418,-0.46,0.38,0.38,0.034,0.49
19850419,0.09,-0.19,0.15,0.034,0.15
19850422,-0.28,0.08,0.26,0.034,0.42
19850423,0.54,-0.45,-0.09,0.034,0.26
19850424,0.14,-0.12,0.12,0.034,0.26
19850425,0.49,-0.37,0.24,0.034,-0.03
19850426,-0.53,0.49,0.01,0.034,0.17
19850429,-0.82,0.24,0.83,0.034,0.07
19850430,-0.52,0.01,0.44,0.034,-0.07
19850501,-0.67,0.43,0.55,0.03,-0.24
19850502,0.14,-0.46,0.29,0.03,-0.09
19850503,0.58,-0.38,-0.22,0.03,0.28
19850506,0.04,-0.03,0.15,0.03,0.23
19850507,0.4,-0.22,-0.18,0.03,0.16
19850508,-0.01,0.17,-0.19,0.03,0.41
19850509,0.74,-0.12,-0.32,0.03,0.3
19850510,1.3,-0.25,-0.79,0.03,0.13
19850513,0.14,-0.06,-0.24,0.03,0.13
19850514,-0.3,0.26,0.42,0.03,0.48
19850515,0.29,-0.18,0.01,0.03,0.23
19850516,0.54,-0.24,0.06,0.03,0.44
19850517,0.91,-0.27,-0.34,0.03,0.18
19850520,1.16,-0.45,-0.44,0.03,0.09
19850521,-0.06,-0.09,-0.05,0.03,0.13
19850522,-0.56,0.18,-0.06,0.03,0.17
19850523,-0.47,0.2,0.19,0.03,-0.03
19850524,0.31,-0.18,-0.1,0.03,0.18
19850528,-0.16,0.02,0.25,0.03,0.63
19850529,-0.08,0.09,-0.2,0.03,0.24
19850530,-0.02,-0.06,0.22,0.03,0.36
19850531,0.75,-0.52,0.05,0.03,-0.08
19850603,0.05,0.1,-0.16,0.028,0.46
19850604,0.37,-0.23,-0.29,0.028,0.4
19850605,0.13,0.21,0,0.028,0.86
19850606,0.36,-0.38,-0.27,0.028,0.08
19850607,-0.61,0.45,0.2,0.028,0.14
19850610,-0.13,-0.25,0.37,0.028,-0.23
19850611,-0.22,0.25,0.39,0.028,0.33
19850612,-0.61,0.44,0.78,0.028,0.34
19850613,-1.11,0.49,0.66,0.028,0.32
19850614,0.74,-0.55,0.01,0.028,0.02
19850617,-0.26,0.18,0.12,0.028,0.66
19850618,0.37,-0.18,0.3,0.028,0.42
19850619,-0.21,0.35,-0.03,0.028,0.25
19850620,-0.07,-0.11,0.18,0.028,-0.11
19850621,1.06,-0.8,-0.05,0.028,-0.22
19850624,0.04,0.18,-0.59,0.028,-0.22
19850625,0.35,0.2,-0.57,0.028,-0.5
19850626,0.16,-0.02,-0.35,0.028,-0.3
19850627,0.59,-0.08,-0.31,0.028,0
19850628,0.29,0.21,0.03,0.028,0.19
19850701,0.27,-0.09,-0.12,0.028,-0.3
19850702,-0.11,0.3,0.15,0.028,0.14
19850703,-0.2,0.28,0.14,0.028,0.19
19850705,0.53,0.01,0.07,0.028,-0.02
19850708,-0.33,0.01,0.26,0.028,0.54
19850709,-0.37,0.18,0.57,0.028,0.14
19850710,0.59,-0.09,-0.12,0.028,0.03
19850711,0.34,0.25,-0.31,0.028,-0.06
19850712,0.21,0.14,0.02,0.028,0.42
19850715,-0.15,0.37,0.05,0.028,0.22
19850716,0.98,-0.1,-0.55,0.028,-0.54
19850717,0.37,0.21,-0.52,0.028,-0.46
19850718,-0.57,0.43,0,0.028,-0.24
19850719,0.3,0.42,0.05,0.028,-0.8
19850722,-0.45,0.09,-0.56,0.028,-0.37
19850723,-0.84,0.69,-1.16,0.028,-0.7
19850724,-0.62,0.15,0.32,0.028,-1.15
19850725,0.08,-0.06,0.05,0.028,-0.74
19850726,0.11,-0.11,-0.03,0.028,-0.32
19850729,-1.39,0.35,0.23,0.028,-0.27
19850730,0.05,-0.38,0.29,0.028,0.04
19850731,0.49,-0.24,-0.44,0.028,0.08
19850801,0.69,-0.06,-0.44,0.025,0.05
19850802,-0.23,0.47,0.07,0.025,0
19850805,-0.53,-0.31,0.03,0.025,0.01
19850806,-1.2,0.28,0.09,0.025,0.43
19850807,-0.29,-0.28,0.46,0.025,-0.35
19850808,0.7,-0.39,0.37,0.025,0.33
19850809,-0.23,0.16,-0.13,0.025,0.29
19850812,-0.34,-0.12,0.11,0.025,0.23
19850813,-0.19,-0.02,0.38,0.025,0.29
19850814,0.09,0.04,0.19,0.025,0.1
19850815,-0.06,0.19,0.35,0.025,0.09
19850816,-0.56,0.02,-0.06,0.025,0.2
19850819,0.11,-0.27,0.33,0.025,0.04
19850820,0.67,-0.49,-0.05,0.025,0.03
19850821,0.48,-0.08,-0.09,0.025,0.09
19850822,-0.76,0.46,0.34,0.025,0.51
19850823,-0.12,0.18,0.14,0.025,-0.04
19850826,0.12,-0.22,-0.02,0.025,-0.28
19850827,0.33,-0.18,-0.21,0.025,-0.07
19850828,0.31,-0.17,0,0.025,0.15
19850829,0.07,0.07,0.15,0.025,0.22
19850830,-0.05,0.39,0.3,0.025,0.02
19850903,-0.43,-0.19,0.08,0.032,0.25
19850904,-0.33,0,0.26,0.032,0.27
19850905,-0.04,-0.05,0.06,0.032,0.09
19850906,0.41,-0.13,-0.48,0.032,-0.15
19850909,0.07,-0.15,-0.14,0.032,0.06
19850910,-0.75,0.11,0.11,0.032,0.05
19850911,-1.03,0.11,0.26,0.032,0.17
19850912,-0.79,0.07,-0.25,0.032,-0.24
19850913,-0.6,-0.43,0.17,0.032,-0.22
19850916,-0.14,-0.33,0.06,0.032,0.12
19850917,-0.93,-0.36,0.57,0.032,0.08
19850918,0.07,-0.26,0.04,0.032,-0.13
19850919,0.91,-0.01,-0.27,0.032,0.02
19850920,-0.46,0.7,-0.02,0.032,0.63
19850923,0.91,-0.57,-0.36,0.032,0.09
19850924,-0.76,0.4,0.26,0.032,0.51
19850925,-1.01,0.39,0.41,0.032,0.23
19850926,0.07,-0.65,0.4,0.032,-0.43
19850930,0.26,-0.33,0.16,0.032,0.4
19851001,1.36,-0.83,0.02,0.028,0.09
19851002,-0.39,0.24,0.69,0.028,0.18
19851003,0.11,-0.08,0.39,0.028,0.1
19851004,-0.53,0.38,0.47,0.028,0.17
19851007,-0.68,0.14,0.18,0.028,0.23
19851008,-0.13,-0.31,0.4,0.028,0.39
19851009,0.34,-0.06,-0.04,0.028,0.45
19851010,0.24,0.03,-0.16,0.028,0.35
19851011,0.78,-0.19,-0.59,0.028,0.13
19851014,1.01,-0.5,-0.61,0.028,-0.05
19851015,-0.12,0.25,-0.12,0.028,0.6
19851016,0.84,-0.48,-0.34,0.028,0.23
19851017,0.04,0.39,-0.28,0.028,0.01
19851018,-0.23,0.25,0,0.028,0.2
19851021,-0.09,-0.25,0.22,0.028,0.19
19851022,0.51,-0.35,-0.23,0.028,-0.02
19851023,0.46,-0.18,0.08,0.028,0.21
19851024,-0.2,0.38,0.09,0.028,-0.1
19851025,-0.51,0.24,0.37,0.028,0.36
19851028,0.07,-0.36,0.33,0.028,0.18
19851029,0.71,-0.28,-0.22,0.028,0.04
19851030,0.42,-0.14,0.01,0.028,0.19
19851031,-0.06,0.19,0.13,0.028,0.34
19851101,0.73,-0.32,-0.22,0.03,0.21
19851104,-0.04,0.1,0.03,0.03,0.29
19851105,0.58,-0.3,-0.41,0.03,-0.03
19851106,0.29,0.09,-0.28,0.03,-0.28
19851107,0.02,0.2,0.04,0.03,0.06
19851108,0.68,0.09,0,0.03,-0.14
19851111,1.52,-0.93,-0.28,0.03,-0.01
19851112,0.5,0.24,-0.06,0.03,-0.25
19851113,-0.46,0.17,-0.13,0.03,0.1
19851114,0.84,-0.34,0.09,0.03,-0.12
19851115,-0.32,0.64,-0.1,0.03,-0.09
19851118,0.19,-0.36,-0.5,0.03,0.05
19851119,0.05,0.57,0.01,0.03,-0.39
19851120,0.1,-0.16,-0.09,0.03,0.4
19851121,1.08,-0.3,-0.15,0.03,-0.33
19851122,0.16,0.42,0.03,0.03,-0.06
19851125,-0.55,0.17,0.14,0.03,0.21
19851126,0.13,-0.02,-0.14,0.03,0.08
19851127,0.81,-0.17,-0.63,0.03,-0.32
19851129,-0.02,0.39,-0.07,0.03,-0.09
19851202,-0.75,0.58,-0.01,0.031,0.13
19851203,0.2,0.02,0,0.031,-0.18
19851204,1.49,-0.4,-0.57,0.031,-0.28
19851205,-0.05,0.36,-0.29,0.031,-0.08
19851206,-0.52,-0.08,0.09,0.031,0.23
19851209,0.57,-0.55,-0.49,0.031,0.19
19851210,0.1,-0.13,-0.46,0.031,0.19
19851211,0.88,-0.43,-0.24,0.031,0.5
19851212,0.23,0.29,-0.16,0.031,0.33
19851213,1.38,-0.42,-0.28,0.031,-0.67
19851216,0.77,-0.67,-0.14,0.031,0.24
19851217,-0.61,-0.07,0.88,0.031,0.36
19851218,-0.44,0.02,0.43,0.031,0.26
19851219,0.02,0.1,-0.01,0.031,-0.25
19851220,0.38,0.26,-0.08,0.031,-0.3
19851223,-1.02,0.63,-0.3,0.031,-0.03
19851224,-0.56,0.23,0.2,0.031,-0.11
19851226,0.19,0.09,0.01,0.031,-0.22
19851227,0.87,-0.24,-0.1,0.031,-0.07
19851230,0.39,-0.28,-0.21,0.031,0.11
19851231,0.31,0.14,0.28,0.031,-0.11
19860102,-0.63,0.85,0.39,0.025,-0.72
19860103,0.56,-0.08,0.21,0.025,0.01
19860106,-0.04,0.09,0.1,0.025,0
19860107,1.38,-0.42,0.06,0.025,-0.03
19860108,-2.16,1.4,0.32,0.025,0.15
19860109,-1.17,-0.76,-0.13,0.025,-0.53
19860110,-0.02,0.18,0.25,0.025,-0.09
19860113,0.28,-0.04,0.28,0.025,-0.11
19860114,0.01,0.42,-0.02,0.025,0.15
19860115,0.79,-0.02,-0.21,0.025,0.13
19860116,0.46,-0.01,-0.37,0.025,-0.17
19860117,-0.17,0.47,0.18,0.025,0.13
19860120,-0.39,0.2,0.09,0.025,0.13
19860121,-0.67,0.34,-0.2,0.025,0.59
19860122,-0.93,0.44,0.18,0.025,0.54
19860123,0.24,-0.26,-0.23,0.025,0.27
19860124,0.95,-0.22,-0.11,0.025,0.15
19860127,0.45,-0.32,-0.16,0.025,0.92
19860128,0.98,-0.56,0.06,0.025,0.54
19860129,0.24,-0.7,-0.29,0.025,0.68
19860130,-0.34,0.6,0.08,0.025,0.21
19860131,0.92,-0.46,-0.01,0.025,0.34
19860203,0.93,-0.54,-0.6,0.028,0.12
19860204,-0.25,0.13,-0.31,0.028,0.58
19860205,0.07,0,-0.56,0.028,0.17
19860206,0.26,0.19,-0.09,0.028,-0.06
19860207,0.49,0.09,-0.34,0.028,-0.42
19860210,0.66,-0.41,-0.11,0.028,-0.16
19860211,0.03,0.18,-0.02,0.028,0.03
19860212,0.14,0.18,0.31,0.028,-0.09
19860213,0.57,-0.2,0.04,0.028,0.11
19860214,0.89,-0.41,0.14,0.028,0.33
19860218,1.12,-0.51,-0.08,0.028,0.18
19860219,-0.92,0.8,-0.05,0.028,0.36
19860220,0.83,-0.53,-0.18,0.028,-0.11
19860221,1,-0.04,0.14,0.028,-0.04
19860224,-0.12,0.03,0.36,0.028,0.21
19860225,-0.23,0.2,0.36,0.028,-0.25
19860226,0.1,0.09,0.15,0.028,0.22
19860227,1.14,-0.2,0.17,0.028,0.35
19860228,0.19,0.36,-0.01,0.028,0.49
19860303,-0.39,0.69,0,0.03,0.55
19860304,-0.14,0.78,0.16,0.03,-0.06
19860305,-0.2,-0.3,0.1,0.03,-0.05
19860306,0.41,0.24,0.01,0.03,0.4
19860307,0.14,0.1,-0.25,0.03,0.55
19860310,0.43,-0.08,-0.2,0.03,-0.01
19860311,1.86,-1.09,0.04,0.03,-0.67
19860312,0.45,0.09,0.25,0.03,-0.4
19860313,0.2,-0.13,-0.33,0.03,-0.03
19860314,1.03,-0.84,-0.21,0.03,0.35
19860317,-0.75,0.02,-0.32,0.03,-0.17
19860318,0.47,0.04,-0.16,0.03,-0.31
19860319,-0.17,0.15,-0.06,0.03,0.13
19860320,0.39,-0.14,0.02,0.03,-0.06
19860321,-0.83,1.72,0.69,0.03,-0.58
19860324,0.38,-1.29,-0.28,0.03,0.62
19860325,-0.25,-0.1,0.22,0.03,0.32
19860326,0.98,-0.58,0.07,0.03,0.52
19860327,0.71,-0.06,0.05,0.03,0.63
19860331,0.06,0.21,-0.16,0.03,0.76
19860401,-1.21,0.86,0.34,0.024,0.14
19860402,0.09,-0.28,-0.1,0.024,-0.32
19860403,-1.01,0.79,0.02,0.024,0.05
19860404,-1.45,0.81,0.25,0.024,-0.62
19860407,-0.32,-0.46,0.12,0.024,-0.55
19860408,1.9,-0.83,-0.59,0.024,0.79
19860409,0.21,0.14,-0.25,0.024,0.57
19860410,0.97,-0.36,-0.42,0.024,0.04
19860411,-0.08,0.33,-0.14,0.024,-0.27
19860414,0.53,0,-0.56,0.024,0.29
19860415,0.14,-0.11,0.15,0.024,-0.28
19860416,1.75,-0.61,-0.55,0.024,0.64
19860417,0.33,0.38,-0.19,0.024,0.16
19860418,-0.11,0.47,-0.11,0.024,0.39
19860421,0.76,-0.32,-0.28,0.024,-0.04
19860422,-0.78,0.72,0.1,0.024,0.2
19860423,-0.42,0.01,0.03,0.024,-0.51
19860424,0.18,0.27,-0.51,0.024,-0.35
19860425,0,0.16,-0.44,0.024,-0.28
19860428,0.17,-0.27,-0.17,0.024,-0.12
19860429,-0.97,0.37,-0.1,0.024,-0.17
19860430,-1.9,0.63,0.52,0.024,-0.37
19860501,-0.2,-0.22,0.28,0.023,-0.27
19860502,-0.06,0.17,0.19,0.023,-0.32
19860505,1.11,-0.59,0.11,0.023,-0.25
19860506,-0.12,0.23,0.03,0.023,0.08
19860507,-0.42,0.22,0.22,0.023,-0.07
19860508,0.5,0.1,0.18,0.023,-0.52
19860509,0.3,0.14,0.02,0.023,-0.4
19860512,-0.18,-0.2,0.3,0.023,0.02
19860513,-0.4,0.09,-0.16,0.023,0.36
19860514,0.38,-0.27,-0.4,0.023,0.42
19860515,-1.09,0.68,0.3,0.023,-0.19
19860516,-0.56,0.47,0.08,0.023,-0.16
19860519,0.06,-0.41,0.08,0.023,-0.36
19860520,1.01,-0.85,-0.47,0.023,0.23
